action_taken,applicant_income_000s,applicant_race_1,applicant_sex,lien_status,loan_purpose,loan_type,msamd,owner_occupancy,preapproval,property_type,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,tract_to_msamd_income,ID
3,399.0,5,1,1,3,1,35004.0,1,3,1,109000.0,625,1284.0,1150.0,11.989999771118164,3821.0,121.25,20
1,148.0,5,1,1,1,1,35614.0,1,2,1,71300.0,428,841.0,481.0,47.2599983215332,3705.0,100.9499969482422,21
3,78.0,5,2,3,2,1,35614.0,1,3,1,71300.0,12,679.0,232.0,92.29000091552734,4878.0,52.150001525878906,23
1,89.0,5,2,1,1,1,15380.0,1,2,1,69000.0,176,1764.0,1445.0,5.820000171661377,4213.0,130.66000366210938,25
1,88.0,5,1,1,3,2,35614.0,1,3,1,71300.0,366,1580.0,614.0,51.11000061035156,4700.0,88.62000274658203,26
1,165.0,5,1,1,2,1,35614.0,1,3,1,71300.0,175,194.0,1391.0,35.880001068115234,8807.0,175.00999450683594,27
1,52.0,2,1,1,1,1,35614.0,1,2,1,71300.0,340,865.0,499.0,90.05000305175781,3135.0,81.76000213623047,29
1,59.0,5,2,3,2,1,13780.0,2,3,1,66400.0,10,1699.0,905.0,28.850000381469727,4086.0,46.38999938964844,30
1,97.0,5,2,1,3,1,35614.0,1,3,1,71300.0,485,388.0,413.0,75.16999816894531,11547.0,58.060001373291016,31
1,119.0,5,2,3,2,1,40380.0,1,3,1,69700.0,15,1085.0,152.0,90.33000183105467,2379.0,21.920000076293945,33
3,143.0,5,1,1,3,3,45060.0,1,3,1,68500.0,212,1704.0,1614.0,10.270000457763672,4820.0,121.26000213623048,37
1,34.0,5,1,1,1,1,10580.0,1,2,1,82700.0,124,1225.0,1159.0,20.34000015258789,2581.0,106.01000213623048,39
1,646.0,5,1,1,1,1,35004.0,2,3,1,109000.0,500,4228.0,1902.0,11.09000015258789,4669.0,113.63999938964844,41
1,51.0,5,2,1,1,1,35614.0,1,3,1,71300.0,132,959.0,719.0,20.43000030517578,3427.0,91.1999969482422,42
1,78.0,5,2,1,1,2,35004.0,1,3,1,109000.0,302,1061.0,971.0,42.09000015258789,3545.0,90.33999633789062,46
1,200.0,5,1,3,2,1,35614.0,1,3,1,71300.0,30,1925.0,1623.0,32.040000915527344,5873.0,152.19000244140625,47
3,14.0,5,1,1,1,2,40380.0,1,3,1,69700.0,83,2199.0,1816.0,14.390000343322754,5906.0,83.11000061035156,48
1,195.0,5,1,1,1,2,20524.0,1,2,1,95200.0,357,1903.0,1561.0,19.309999465942383,4836.0,81.61000061035156,49
3,129.0,6,2,1,3,1,35004.0,1,3,1,109000.0,316,2382.0,1974.0,43.790000915527344,7195.0,104.18000030517578,50
1,166.0,5,1,1,1,1,10580.0,2,3,1,82700.0,150,2698.0,1693.0,9.770000457763672,5324.0,120.8499984741211,51
1,49.0,5,2,1,1,2,28740.0,1,3,1,75200.0,162,965.0,557.0,21.030000686645508,2706.0,103.29000091552734,52
1,128.0,5,2,1,3,2,35004.0,1,3,1,109000.0,369,1936.0,1525.0,36.06999969482422,6247.0,97.0500030517578,53
1,96.0,5,1,1,3,1,21300.0,1,3,1,64300.0,175,2975.0,2474.0,6.909999847412109,7731.0,150.7100067138672,54
1,1232.0,5,2,1,1,1,35614.0,2,3,1,71300.0,353,2248.0,2046.0,14.279999732971191,8006.0,206.38999938964844,55
1,83.0,5,1,1,1,2,45060.0,1,2,1,68500.0,143,1949.0,1798.0,27.170000076293945,5120.0,145.02000427246094,56
1,55.0,5,1,1,3,1,48060.0,1,3,1,57200.0,97,2256.0,1682.0,12.0,5776.0,113.12000274658205,59
1,30.0,5,1,1,3,1,46540.0,1,3,1,63000.0,64,784.0,152.0,64.48999786376953,2064.0,39.45000076293945,60
1,154.0,5,2,1,1,1,15380.0,1,1,1,69000.0,307,1904.0,1559.0,3.660000085830689,5596.0,143.82000732421875,61
1,111.0,5,2,1,1,2,35614.0,1,2,1,71300.0,412,497.0,415.0,17.959999084472656,1236.0,160.75999450683594,62
3,32.0,5,2,1,1,1,45060.0,1,3,1,68500.0,140,2443.0,1578.0,2.4100000858306885,4973.0,98.66000366210938,63
3,250.0,2,1,1,3,1,35614.0,1,3,1,71300.0,550,112.0,975.0,22.07999992370605,8664.0,208.1199951171875,64
1,99.0,5,1,1,3,1,20524.0,1,3,1,95200.0,150,2450.0,2026.0,16.079999923706055,6792.0,105.9800033569336,66
3,101.0,3,1,1,3,1,35614.0,1,3,1,71300.0,65,1102.0,673.0,30.670000076293945,3893.0,144.27999877929688,68
1,376.0,5,1,1,3,1,35004.0,1,3,1,109000.0,900,2319.0,1992.0,23.51000022888184,7636.0,197.7400054931641,69
3,114.0,5,2,1,3,2,35614.0,1,3,1,71300.0,545,1033.0,1120.0,35.529998779296875,3352.0,166.94000244140625,70
1,80.0,5,2,1,3,1,10580.0,1,3,2,82700.0,106,2452.0,1761.0,3.799999952316284,5285.0,89.91000366210938,71
3,161.0,2,1,1,1,1,35614.0,1,3,1,71300.0,529,1010.0,901.0,35.13999938964844,2863.0,203.1000061035156,72
3,807.0,5,1,1,1,1,35614.0,1,3,1,71300.0,1640,70.0,1980.0,30.31999969482422,13749.0,177.1699981689453,73
1,265.0,5,1,1,1,1,35614.0,1,3,1,71300.0,304,1441.0,1423.0,21.38999938964844,4385.0,219.17999267578125,75
1,120.0,5,1,3,2,1,15380.0,1,3,1,69000.0,25,2280.0,1870.0,3.690000057220459,5985.0,103.88999938964844,76
1,110.0,5,1,1,3,1,35614.0,1,3,1,71300.0,317,1589.0,1527.0,42.52999877929688,5895.0,141.16000366210938,77
1,110.0,5,2,1,1,1,35004.0,1,2,1,109000.0,216,607.0,845.0,21.739999771118164,3280.0,103.3499984741211,78
3,52.0,3,2,1,3,2,10580.0,1,3,1,82700.0,69,1901.0,1045.0,75.3499984741211,5165.0,53.0,80
1,76.0,5,2,1,3,1,35614.0,1,3,1,71300.0,253,1589.0,1527.0,42.52999877929688,5895.0,141.16000366210938,81
3,140.0,2,1,1,1,1,35614.0,2,3,1,71300.0,500,695.0,794.0,39.2599983215332,2127.0,225.7400054931641,83
3,54.0,2,1,1,3,1,35614.0,1,3,1,71300.0,295,623.0,322.0,97.4499969482422,1925.0,75.29000091552734,84
1,125.0,5,1,1,1,2,35614.0,1,2,1,71300.0,650,1455.0,841.0,10.630000114440918,3275.0,110.45999908447266,86
1,72.0,3,1,1,1,2,10580.0,1,3,1,82700.0,182,2501.0,1575.0,21.1299991607666,6764.0,74.06999969482422,87
1,108.0,3,1,1,3,1,35614.0,1,3,1,71300.0,364,597.0,325.0,99.13999938964844,2089.0,53.29999923706055,88
1,411.0,5,1,1,1,1,35004.0,1,3,1,109000.0,1060,1168.0,1141.0,6.619999885559082,3703.0,169.8699951171875,90
3,134.0,2,1,1,3,1,35614.0,1,3,1,71300.0,268,2649.0,1753.0,31.1299991607666,6978.0,103.5999984741211,93
1,60.0,5,2,1,3,1,40380.0,1,3,1,69700.0,127,1376.0,1297.0,5.869999885559082,3478.0,147.17999267578125,94
1,125.0,5,2,1,3,1,10580.0,1,3,1,82700.0,155,1513.0,1196.0,10.0600004196167,4554.0,132.02000427246094,95
1,58.0,5,1,1,1,1,40380.0,1,2,1,69700.0,179,1275.0,513.0,22.280000686645508,3074.0,66.11000061035156,96
1,85.0,6,3,1,1,2,35614.0,1,2,1,71300.0,152,763.0,495.0,63.59999847412109,2566.0,70.97000122070312,97
3,58.0,3,1,1,3,1,35614.0,1,3,1,71300.0,80,1049.0,766.0,97.05999755859376,2655.0,120.87999725341795,100
1,35.0,5,2,1,1,1,15380.0,1,2,1,69000.0,77,1579.0,701.0,56.970001220703125,3948.0,63.7599983215332,101
1,148.0,5,2,1,3,1,46540.0,1,3,1,63000.0,137,1737.0,1513.0,3.799999952316284,4444.0,149.44000244140625,102
3,25.0,5,1,1,3,1,46540.0,1,3,1,63000.0,96,1995.0,1209.0,6.849999904632568,4876.0,98.22000122070312,103
3,130.0,5,1,1,3,1,35614.0,1,3,1,71300.0,350,814.0,400.0,92.08999633789062,3778.0,59.95000076293945,104
3,44.0,5,1,1,1,4,35614.0,1,2,1,71300.0,77,1802.0,1286.0,12.489999771118164,3732.0,92.4000015258789,105
1,47.0,5,2,1,1,1,35614.0,1,1,1,71300.0,204,101.0,555.0,73.69000244140625,7021.0,71.26000213623047,107
3,220.0,5,1,3,2,1,35004.0,1,3,1,109000.0,15,1863.0,619.0,9.369999885559082,1846.0,144.77999877929688,109
3,120.0,5,1,1,1,3,40380.0,1,3,1,69700.0,273,1287.0,1131.0,6.159999847412109,3601.0,120.77999877929688,110
1,128.0,2,2,3,2,1,35614.0,1,3,1,71300.0,30,667.0,221.0,94.6999969482422,4494.0,73.63999938964844,111
3,62.0,6,3,1,2,1,15380.0,1,3,1,69000.0,4,723.0,441.0,6.139999866485596,1840.0,86.3499984741211,113
1,240.0,5,1,1,3,1,35614.0,1,3,1,71300.0,534,205.0,522.0,58.15999984741211,3329.0,106.23999786376952,114
1,84.0,6,3,1,3,2,35004.0,1,3,1,109000.0,333,1209.0,1426.0,12.779999732971191,3998.0,98.97000122070312,116
1,139.0,5,1,1,1,1,10580.0,1,2,1,82700.0,299,1513.0,1196.0,10.0600004196167,4554.0,132.02000427246094,117
1,239.0,5,1,1,3,1,35004.0,1,3,1,109000.0,285,1433.0,1368.0,8.470000267028809,4406.0,98.68000030517578,118
3,44.0,6,2,3,2,1,35004.0,1,3,1,109000.0,9,1780.0,1441.0,36.4900016784668,5642.0,100.97000122070312,120
1,76.0,5,1,1,3,1,35614.0,1,3,1,71300.0,306,1101.0,677.0,2.8399999141693115,5521.0,93.73999786376952,121
3,102.0,5,1,1,1,1,24020.0,1,3,1,65400.0,222,2375.0,893.0,3.190000057220459,3355.0,87.6500015258789,122
1,36.0,5,2,1,1,1,28740.0,1,1,1,75200.0,104,2779.0,2173.0,15.050000190734863,9731.0,118.97000122070312,123
1,31.0,5,2,1,1,2,45060.0,1,2,1,68500.0,74,946.0,367.0,42.77999877929688,2438.0,48.209999084472656,124
3,49.0,6,2,1,3,1,15380.0,1,3,1,69000.0,88,1805.0,1669.0,2.680000066757202,4924.0,126.06999969482422,125
1,32.0,5,1,1,1,4,13780.0,1,2,1,66400.0,89,1334.0,1059.0,7.239999771118164,3411.0,114.3000030517578,126
3,737.0,6,3,1,3,1,35614.0,2,3,1,71300.0,1291,177.0,785.0,25.959999084472656,6040.0,367.6099853515625,127
1,63.0,5,1,1,3,1,35004.0,1,3,1,109000.0,261,4357.0,1846.0,40.150001525878906,6592.0,79.8499984741211,131
1,32.0,5,1,1,3,1,27060.0,1,3,1,77200.0,83,1043.0,299.0,33.08000183105469,2518.0,60.459999084472656,132
3,90.0,5,1,1,3,1,35614.0,1,3,1,71300.0,75,710.0,566.0,14.9399995803833,1867.0,126.43000030517578,133
1,95.0,5,1,1,1,1,15380.0,1,2,1,69000.0,115,1791.0,1481.0,8.390000343322754,4805.0,120.81999969482422,137
1,101.0,5,1,1,1,1,35614.0,1,3,1,71300.0,212,59.0,1821.0,30.520000457763672,7026.0,211.91000366210935,139
3,56.0,5,2,1,3,1,35614.0,1,3,1,71300.0,405,784.0,531.0,34.5099983215332,2747.0,119.2699966430664,140
1,141.0,5,1,1,1,1,35614.0,1,3,1,71300.0,605,954.0,436.0,75.75,9572.0,112.58999633789062,141
3,52.0,5,1,3,2,1,35614.0,1,3,1,71300.0,25,2477.0,2077.0,34.27000045776367,6735.0,121.51000213623048,142
1,90.0,5,2,1,1,1,35614.0,1,2,1,71300.0,270,1384.0,1310.0,15.90999984741211,4411.0,175.10000610351562,143
1,100.0,5,1,1,1,1,10580.0,1,2,1,82700.0,200,2894.0,2367.0,11.140000343322754,7792.0,144.72999572753906,144
1,94.0,5,2,1,1,3,35614.0,1,2,1,71300.0,335,1326.0,727.0,99.12999725341795,3918.0,92.98999786376952,145
1,79.0,5,1,1,1,1,35614.0,1,2,1,71300.0,116,920.0,1213.0,39.97999954223633,6216.0,112.8499984741211,148
1,27.0,6,2,1,3,1,35614.0,1,3,1,71300.0,191,491.0,357.0,78.77999877929688,2055.0,133.3000030517578,149
1,89.0,5,2,1,3,1,27060.0,1,3,1,77200.0,166,2099.0,1552.0,6.760000228881836,5033.0,79.16000366210938,150
3,112.0,6,3,1,3,1,40380.0,1,3,1,69700.0,142,2361.0,2118.0,7.789999961853027,6776.0,155.4600067138672,151
1,776.0,2,1,1,1,1,35614.0,1,3,1,71300.0,4000,160.0,702.0,24.11000061035156,5860.0,169.86000061035156,152
3,81.0,5,1,3,2,1,10580.0,1,3,1,82700.0,10,1130.0,1070.0,5.679999828338623,3100.0,124.62000274658205,153
1,105.0,5,2,1,3,1,45060.0,1,3,1,68500.0,130,1704.0,1614.0,10.270000457763672,4820.0,121.26000213623048,154
1,51.0,5,1,1,1,2,15380.0,1,3,1,69000.0,167,2853.0,1348.0,26.34000015258789,5983.0,67.19999694824219,155
1,52.0,5,1,1,1,2,46540.0,1,1,1,63000.0,76,1505.0,625.0,22.26000022888184,3747.0,59.40999984741211,156
1,33.0,5,2,1,3,1,35614.0,1,3,1,71300.0,105,482.0,284.0,17.190000534057617,4346.0,57.90999984741211,157
1,525.0,6,3,1,3,1,35004.0,2,3,1,109000.0,700,3699.0,1528.0,15.4399995803833,4029.0,79.44000244140625,158
1,36.0,3,2,1,1,2,15380.0,1,3,1,69000.0,52,1891.0,804.0,45.41999816894531,4881.0,48.29999923706055,160
1,150.0,5,2,1,1,1,45060.0,1,3,1,68500.0,197,1364.0,1136.0,5.539999961853027,3932.0,116.56999969482422,163
1,91.0,5,1,1,3,2,35004.0,1,3,1,109000.0,315,1334.0,1192.0,10.630000114440918,3998.0,116.45999908447266,164
3,46.0,5,1,1,3,1,35614.0,1,3,1,71300.0,80,1754.0,1553.0,27.280000686645508,5018.0,118.7300033569336,165
1,113.0,5,1,1,3,1,45060.0,1,3,1,68500.0,317,1355.0,1189.0,8.729999542236328,3984.0,107.0999984741211,166
3,96.0,6,3,1,3,1,35614.0,1,3,1,71300.0,443,898.0,598.0,95.81999969482422,7296.0,62.59999847412109,167
3,76.0,5,1,1,3,1,13780.0,1,3,1,66400.0,135,2102.0,1731.0,7.840000152587891,5064.0,135.3300018310547,168
1,53.0,5,1,1,3,1,35004.0,1,3,1,109000.0,186,2642.0,2013.0,41.91999816894531,8167.0,71.37000274658203,169
3,12.0,5,2,3,2,1,45060.0,1,3,1,68500.0,2,2275.0,1845.0,4.090000152587891,5922.0,120.36000061035156,171
1,42.0,5,1,1,3,1,15380.0,1,3,1,69000.0,59,2344.0,1725.0,11.43000030517578,5234.0,102.37999725341795,172
1,136.0,5,1,1,3,1,35614.0,1,3,1,71300.0,344,643.0,324.0,25.780000686645508,3568.0,77.91000366210938,173
1,360.0,2,1,1,1,1,35614.0,1,3,1,71300.0,1000,135.0,1563.0,31.399999618530277,7883.0,285.3599853515625,174
1,198.0,2,1,1,1,1,35614.0,1,3,1,71300.0,750,1159.0,677.0,43.790000915527344,3254.0,95.20999908447266,176
3,51.0,5,1,3,2,1,45060.0,1,3,1,68500.0,25,1853.0,1399.0,8.300000190734863,4809.0,99.68000030517578,178
1,53.0,3,2,1,1,2,35004.0,1,2,1,109000.0,121,1529.0,732.0,95.62999725341795,5356.0,52.33000183105469,179
1,55.0,5,2,1,3,1,40380.0,1,3,1,69700.0,103,1662.0,1374.0,12.109999656677246,5367.0,110.44000244140624,180
1,135.0,5,1,1,3,1,13780.0,1,3,1,66400.0,300,1856.0,1537.0,23.049999237060547,5305.0,171.38999938964844,182
3,108.0,5,2,1,2,1,35004.0,1,3,1,109000.0,250,1138.0,1099.0,14.229999542236328,3536.0,104.05999755859376,183
1,96.0,5,1,1,1,3,48060.0,1,3,1,57200.0,262,2256.0,1682.0,12.0,5776.0,113.12000274658205,184
1,68.0,6,1,1,3,1,35004.0,1,3,1,109000.0,300,2064.0,1922.0,28.38999938964844,6702.0,92.12999725341795,186
1,45.0,5,2,1,1,1,28740.0,1,3,1,75200.0,152,2339.0,1563.0,7.869999885559082,5336.0,84.29000091552734,187
3,70.0,6,3,3,2,1,35614.0,1,3,1,71300.0,23,1602.0,1138.0,37.43999862670898,4105.0,89.06999969482422,188
1,25.0,5,1,2,1,1,35614.0,1,2,1,71300.0,8,1711.0,1293.0,21.63999938964844,4473.0,139.69000244140625,189
1,126.0,5,2,1,1,2,35004.0,1,3,1,109000.0,358,1246.0,726.0,11.829999923706056,3889.0,85.55000305175781,190
1,141.0,5,1,2,3,1,40380.0,1,3,1,69700.0,34,1933.0,1466.0,16.350000381469727,4741.0,80.16000366210938,191
1,50.0,5,1,1,1,3,48060.0,1,2,1,57200.0,267,4672.0,1896.0,13.329999923706056,6930.0,111.76000213623048,192
1,143.0,5,1,1,3,1,20524.0,1,3,1,95200.0,148,931.0,680.0,10.40999984741211,2641.0,103.08999633789062,193
3,74.0,5,2,1,3,1,35614.0,1,3,1,71300.0,119,1346.0,1369.0,6.150000095367432,4277.0,178.0500030517578,194
1,35.0,5,2,1,1,1,45060.0,1,2,1,68500.0,120,2022.0,1718.0,5.039999961853027,5892.0,126.6500015258789,195
1,85.0,5,2,1,3,1,35614.0,1,3,1,71300.0,286,441.0,188.0,30.86000061035156,1701.0,60.88999938964844,196
3,49.0,5,2,1,1,1,20524.0,1,3,2,95200.0,56,2539.0,2122.0,31.57999992370605,7958.0,104.45999908447266,198
1,391.0,5,2,1,3,1,35614.0,1,3,1,71300.0,1000,1642.0,1508.0,16.420000076293945,5626.0,318.1199951171875,199
1,100.0,2,2,1,1,1,35614.0,1,2,1,71300.0,420,450.0,158.0,40.52000045776367,1530.0,85.8499984741211,201
3,132.0,5,2,1,3,1,35614.0,1,3,1,71300.0,1120,1857.0,2032.0,17.139999389648438,6413.0,240.22000122070312,204
1,75.0,6,3,1,1,1,35614.0,1,3,1,71300.0,452,1915.0,1579.0,55.29999923706055,7314.0,123.04000091552734,205
1,78.0,5,1,1,1,1,10580.0,1,2,1,82700.0,149,1893.0,1262.0,18.76000022888184,3816.0,93.6500015258789,206
1,49.0,5,1,3,2,1,27060.0,1,3,1,77200.0,14,1352.0,902.0,27.56999969482422,4070.0,80.13999938964844,207
3,67.0,6,3,1,1,1,35614.0,1,2,1,71300.0,75,803.0,438.0,78.33999633789062,6977.0,54.68999862670898,208
1,399.0,5,1,1,3,1,35004.0,1,3,1,109000.0,1974,1439.0,1366.0,12.039999961853027,4145.0,148.3300018310547,210
1,50.0,5,2,1,1,2,40380.0,1,2,1,69700.0,76,1608.0,1410.0,10.210000038146973,3447.0,93.97000122070312,212
1,95.0,5,1,1,1,3,10580.0,1,2,1,82700.0,223,2909.0,2270.0,9.149999618530272,6506.0,100.80999755859376,213
1,107.0,2,2,1,1,1,35004.0,1,3,1,109000.0,405,1951.0,1592.0,13.010000228881836,6418.0,111.01000213623048,214
3,125.0,5,2,3,2,1,35004.0,1,3,1,109000.0,25,1446.0,1331.0,46.29999923706055,4201.0,112.8000030517578,216
1,44.0,5,1,1,1,1,10580.0,1,2,1,82700.0,189,1637.0,1568.0,11.579999923706056,5701.0,129.72000122070312,219
1,77.0,5,2,1,1,2,20524.0,1,2,1,95200.0,248,1818.0,1669.0,23.649999618530277,5218.0,136.69000244140625,224
1,55.0,5,2,1,1,1,10580.0,1,3,1,82700.0,113,2909.0,2270.0,9.149999618530272,6506.0,100.80999755859376,225
1,49.0,5,2,1,1,2,10580.0,1,2,1,82700.0,143,3096.0,2577.0,15.779999732971191,6579.0,126.95999908447266,226
1,33.0,5,2,3,2,1,15380.0,1,3,1,69000.0,1,1296.0,941.0,6.760000228881836,2883.0,88.33000183105469,228
1,36.0,5,2,1,1,2,45060.0,1,2,1,68500.0,114,938.0,862.0,6.75,2295.0,100.37000274658205,230
1,156.0,5,1,1,1,1,35004.0,1,3,1,109000.0,361,1973.0,1820.0,15.600000381469728,6384.0,97.1999969482422,231
3,80.0,5,1,1,1,1,20524.0,2,2,1,95200.0,289,1074.0,746.0,11.670000076293944,2657.0,105.04000091552734,232
1,113.0,5,2,1,3,1,35614.0,1,3,1,71300.0,380,51.0,720.0,30.11000061035156,2846.0,156.60000610351562,233
3,110.0,5,1,1,3,1,35004.0,1,3,1,109000.0,211,1678.0,1605.0,22.479999542236328,4639.0,90.51000213623048,235
1,47.0,5,2,1,3,2,45060.0,1,3,1,68500.0,78,1639.0,1291.0,11.960000038146973,3837.0,72.87999725341797,236
1,132.0,5,2,1,1,2,35004.0,1,1,1,109000.0,320,1680.0,1343.0,12.600000381469728,4158.0,108.91999816894533,237
3,48.0,5,2,1,3,1,35614.0,1,3,1,71300.0,100,239.0,424.0,40.150001525878906,1467.0,150.02000427246094,238
3,104.0,3,2,1,3,1,35614.0,1,3,1,71300.0,282,1232.0,409.0,98.18000030517578,5495.0,63.4900016784668,239
1,232.0,5,1,1,3,1,46540.0,1,3,1,63000.0,76,1854.0,1292.0,9.949999809265137,6480.0,86.77999877929688,241
1,104.0,5,1,1,1,1,35614.0,1,3,1,71300.0,417,1397.0,1210.0,21.90999984741211,5163.0,140.97999572753906,242
1,242.0,5,1,1,1,1,35004.0,1,1,1,109000.0,724,2315.0,1042.0,47.41999816894531,6556.0,75.7300033569336,243
1,48.0,5,1,1,1,1,35614.0,1,3,1,71300.0,81,877.0,682.0,42.06999969482422,3076.0,130.2100067138672,244
3,60.0,2,1,1,3,1,46540.0,1,3,1,63000.0,56,1041.0,361.0,43.40999984741211,2541.0,62.93999862670898,245
3,145.0,5,2,1,1,1,35614.0,1,2,1,71300.0,692,1112.0,1071.0,24.86000061035156,3633.0,149.52999877929688,246
1,276.0,5,1,1,3,1,35004.0,1,3,1,109000.0,538,1230.0,1199.0,11.25,3770.0,150.22000122070312,247
1,44.0,2,1,1,1,1,35004.0,1,3,1,109000.0,175,1772.0,1610.0,18.959999084472656,5249.0,101.43000030517578,251
1,110.0,5,1,1,3,1,35614.0,1,3,1,71300.0,580,1319.0,245.0,98.62999725341795,6214.0,58.33000183105469,252
1,67.0,5,1,1,1,1,35614.0,1,3,1,71300.0,266,241.0,375.0,48.9900016784668,4227.0,83.2699966430664,253
3,130.0,5,1,1,3,1,35614.0,2,3,1,71300.0,630,936.0,487.0,98.48999786376952,5094.0,65.68000030517578,255
1,48.0,5,1,1,3,3,10580.0,1,3,1,82700.0,152,1062.0,523.0,6.699999809265137,3059.0,74.41999816894531,256
1,136.0,5,1,2,1,1,35004.0,1,3,1,109000.0,25,4228.0,1902.0,11.09000015258789,4669.0,113.63999938964844,257
1,102.0,5,2,1,1,2,35614.0,1,1,1,71300.0,440,1482.0,1253.0,51.47999954223633,4297.0,139.3699951171875,258
3,106.0,5,1,1,1,1,35614.0,2,3,1,71300.0,574,55.0,208.0,41.29999923706055,2816.0,306.95001220703125,261
1,47.0,5,2,1,1,2,45060.0,1,2,1,68500.0,136,1602.0,1489.0,5.650000095367432,4268.0,111.12999725341795,262
3,420.0,5,1,1,3,1,35004.0,1,3,1,109000.0,532,1197.0,1168.0,21.88999938964844,3800.0,128.36000061035156,263
1,151.0,5,1,1,1,1,20524.0,2,3,1,95200.0,197,1794.0,1215.0,10.460000038146973,3823.0,85.43000030517578,264
1,110.0,6,1,1,3,1,35614.0,1,3,1,71300.0,356,501.0,171.0,80.44999694824219,2077.0,90.29000091552734,265
3,87.0,6,3,1,3,1,35614.0,1,3,1,71300.0,319,821.0,282.0,86.45999908447266,5265.0,62.59999847412109,266
1,186.0,5,1,3,2,1,35004.0,1,3,1,109000.0,40,2548.0,2263.0,16.229999542236328,7819.0,114.75,268
1,26.0,5,2,1,1,2,15380.0,1,3,1,69000.0,72,1146.0,687.0,7.130000114440918,2553.0,86.66999816894531,269
3,160.0,3,1,1,3,1,35004.0,1,3,1,109000.0,260,1084.0,1120.0,26.26000022888184,3739.0,95.06999969482422,270
1,69.0,2,1,1,1,1,35614.0,1,3,1,71300.0,123,984.0,1105.0,34.810001373291016,3341.0,168.22999572753906,271
1,43.0,5,2,1,1,4,10580.0,1,3,1,82700.0,121,1871.0,1248.0,2.450000047683716,3545.0,115.66999816894533,273
3,128.0,5,2,1,3,1,35614.0,1,3,1,71300.0,490,97.0,1632.0,30.56999969482422,9257.0,210.77999877929688,275
1,135.0,6,2,1,3,1,35614.0,2,3,1,71300.0,373,1886.0,1170.0,48.380001068115234,5583.0,102.30999755859376,277
1,290.0,5,1,1,1,1,35614.0,1,1,1,71300.0,1300,17.0,707.0,44.13999938964844,7275.0,124.04000091552734,279
1,122.0,5,1,1,3,1,35614.0,1,3,1,71300.0,360,754.0,700.0,28.059999465942383,2302.0,171.6999969482422,281
3,88.0,5,1,1,3,2,35004.0,1,3,1,109000.0,205,1291.0,1119.0,29.100000381469727,4501.0,90.77999877929688,283
1,58.0,6,2,1,3,1,35614.0,1,3,1,71300.0,185,3032.0,2217.0,46.95000076293945,8185.0,141.97000122070312,284
1,83.0,2,1,1,3,1,15380.0,1,3,1,69000.0,102,1654.0,1344.0,7.21999979019165,3863.0,104.0,285
1,215.0,5,1,3,2,1,35004.0,1,3,1,109000.0,30,1138.0,1099.0,14.229999542236328,3536.0,104.05999755859376,289
1,90.0,5,2,2,2,1,35004.0,1,3,1,109000.0,57,1080.0,1055.0,49.33000183105469,3335.0,97.51000213623048,290
3,15.0,2,1,1,1,1,35004.0,1,3,1,109000.0,382,1434.0,1214.0,49.61000061035156,4314.0,82.04000091552734,292
